Episode_Return,Episode_Return_smooth,env_step
228.0,316.11999999999995,54750
186.0,312.82,55000
254.0,315.29999999999995,55250
149.0,315.24,55500
116.0,314.62,55750
118.0,312.3,56000
119.0,306.84,56250
106.0,298.96,56500
122.0,291.4,56750
150.0,284.4,57000
230.0,279.0,57250
267.0,279.28000000000003,57500
223.0,273.74000000000007,57750
238.0,268.5,58000
261.0,263.72,58250
171.0,261.42,58500
141.0,259.12,58750
183.0,259.20000000000005,59000
171.0,258.29999999999995,59250
171.0,254.45999999999995,59500
309.0,250.64,59750
249.0,245.86,60000
264.0,241.14,60250
478.0,240.7,60500
162.0,233.94,60750
311.0,230.16,61000
140.0,226.78,61250
149.0,221.50000000000003,61500
129.0,220.68,61750
165.0,220.38,62000
178.0,216.48,62250
236.0,216.8,62500
418.0,219.86,62750
329.0,222.08000000000004,63000
387.0,223.64,63250
436.0,228.64,63500
328.0,230.98,63750
194.0,229.54,64000
190.0,229.06,64250
125.0,224.18,64500
126.0,218.84,64750
178.0,216.42,65000
193.0,214.36,65250
206.0,214.3,65500
382.0,218.84,65750
485.0,224.3,66000
359.0,228.4,66250
500.0,233.74,66500
224.0,234.04,66750
206.0,232.8,67000
176.0,231.76,67250
198.0,232.0,67500
367.0,234.26,67750
224.0,235.76,68000
236.0,238.16,68250
239.0,240.58,68500
208.0,242.36,68750
234.0,244.92,69000
265.0,247.78,69250
231.0,249.4,69500
316.0,251.12,69750
500.0,255.78,70000
185.0,255.02,70250
202.0,254.3,70500
305.0,255.18,70750
301.0,257.78000000000003,71000
199.0,258.94,71250
359.0,262.46,71500
217.0,263.38,71750
239.0,264.73999999999995,72000
260.0,263.76,72250
186.0,262.5,72500
212.0,261.46000000000004,72750
216.0,256.22,73000
267.0,258.32,73250
184.0,255.78,73500
249.0,257.96,73750
205.0,259.08,74000
284.0,262.18,74250
340.0,265.68,74500
168.0,265.48,74750
241.0,265.58,75000
236.0,261.94,75250
300.0,261.36,75500
230.0,258.22,75750
387.0,257.24,76000
322.0,257.12,76250
378.0,260.8,76500
257.0,262.14,76750
300.0,265.64,77000
169.0,266.49999999999994,77250
205.0,267.04,77500
140.0,265.98,77750
155.0,264.96,78000
188.0,261.08,78250
164.0,254.66,78500
180.0,251.08,78750
191.0,244.9,79000
223.0,244.88,79250
262.0,246.0,79500
150.0,245.48,79750
271.0,246.94000000000003,80000
181.0,243.22,80250
171.0,242.16,80500
124.0,239.92,80750
167.0,238.48,81000
270.0,239.72,81250
278.0,240.6,81500
241.0,240.12,81750
194.0,239.38,82000
133.0,235.72,82250
180.0,229.32,82500
194.0,229.5,82750
153.0,228.52,83000
164.0,225.7,83250
179.0,223.26,83500
84.0,220.96,83750
90.0,215.58,84000
139.0,214.02,84250
93.0,211.1,84500
132.0,208.54,84750
472.0,214.26,85000
156.0,213.14,85250
238.0,213.58,85500
87.0,209.98,85750
100.0,208.3,86000
287.0,209.06000000000003,86250
53.0,206.02,86500
57.0,201.48,86750
83.0,196.34,87000
131.0,195.6,87250
111.0,193.0,87500
47.0,189.22,87750
95.0,185.12,88000
218.0,184.88,88250
173.0,180.6,88500
407.0,182.3,88750
408.0,182.9,89000
344.0,184.64,89250
254.0,183.72,89500
279.0,185.92,89750
43.0,182.68,90000
173.0,183.34,90250
259.0,185.42,90500
218.0,186.02,90750
248.0,187.7,91000
191.0,187.92,91250
212.0,188.34,91500
220.0,188.28000000000003,91750
243.0,187.9,92000
254.0,189.98,92250
279.0,190.14000000000004,92500
312.0,192.76,92750
87.0,191.08,93000
491.0,198.42,93250
310.0,201.28,93500
230.0,200.48,93750
90.0,196.72,94000
262.0,197.14,94250
245.0,198.16,94500
300.0,201.5,94750
184.0,201.58,95000
202.0,201.74,95250
132.0,201.32,95500
126.0,200.56,95750
178.0,200.54,96000
146.0,201.78,96250
135.0,202.68,96500
158.0,203.06000000000003,96750
158.0,204.36,97000
148.0,204.68,97250
134.0,197.92,97500
17.0,195.14,97750
166.0,193.7,98000
19.0,192.34,98250
138.0,193.1,98500
122.0,189.8,98750
13.0,189.00000000000003,99000
115.0,190.16000000000005,99250
25.0,189.0,99500
19.0,186.76,99750
47.0,185.48,100000
155.0,187.64,100250
25.0,186.24,100500
262.0,187.12,100750
353.0,190.72,101000
500.0,192.58,101250
409.0,192.6,101500
134.0,188.4,101750
500.0,193.32,102000
500.0,197.74,102250
500.0,206.88,102500
500.0,213.42,102750
500.0,218.24,103000
267.0,219.22,103250
109.0,216.44000000000003,103500
429.0,221.2,103750
348.0,223.92,104000
281.0,225.14,104250
236.0,225.0,104500
251.0,224.94,104750
187.0,223.1,105000
157.0,220.0,105250
175.0,221.76,105500
171.0,215.36,105750
156.0,212.28000000000003,106000
38.0,208.44000000000003,106250
216.0,210.96,106500
272.0,211.16,106750
240.0,211.06000000000003,107000
244.0,209.94,107250
294.0,212.14,107500
223.0,212.56,107750
236.0,214.64,108000
227.0,216.66,108250
169.0,216.48,108500
190.0,217.36,108750
226.0,219.18,109000
292.0,221.86,109250
354.0,225.78000000000003,109500
395.0,230.72,109750
402.0,236.08,110000
394.0,243.62,110250
478.0,249.86,110500
500.0,259.48,110750
500.0,266.72,111000
500.0,274.28,111250
500.0,284.02,111500
307.0,287.86,111750
248.0,292.32000000000005,112000
237.0,296.68,112250
191.0,299.56,112500
242.0,301.3,112750
204.0,304.88,113000
193.0,303.5,113250
175.0,299.94,113500
245.0,294.84,113750
207.0,290.8,114000
313.0,294.38000000000005,114250
362.0,291.62000000000006,114500
500.0,291.62000000000006,114750
500.0,291.62000000000006,115000
500.0,291.62000000000006,115250
500.0,291.62000000000006,115500
500.0,296.28,115750
500.0,304.1,116000
393.0,303.38,116250
342.0,303.26000000000005,116500
247.0,302.58000000000004,116750
201.0,301.88000000000005,117000
226.0,301.38,117250
224.0,302.12,117500
34.0,299.66,117750
206.0,300.28,118000
214.0,301.14000000000004,118250
221.0,302.44,118500
176.0,305.2,118750
202.0,304.92,119000
212.0,303.72,119250
216.0,303.23999999999995,119500
257.0,303.5,119750
231.0,302.23999999999995,120000
291.0,303.6,120250
255.0,303.98,120500
193.0,303.29999999999995,120750
205.0,304.02000000000004,121000
272.0,305.66,121250
223.0,305.6,121500
214.0,304.04,121750
217.0,301.3,122000
205.0,297.5,122250
32.0,290.1,122500
161.0,285.44000000000005,122750
162.0,279.12000000000006,123000
161.0,272.34000000000003,123250
164.0,265.62,123500
191.0,259.44,123750
153.0,252.5,124000
172.0,249.8,124250
154.0,247.92,124500
234.0,247.86,124750
43.0,244.9,125000
189.0,243.84,125250
166.0,243.08,125500
213.0,243.48,125750
203.0,244.04,126000
192.0,242.98,126250
181.0,242.46,126500
146.0,239.12,126750
29.0,232.46,127000
161.0,225.68,127250
188.0,219.44,127500
121.0,211.86,127750
147.0,204.8,128000
29.0,195.38,128250
25.0,185.88,128500
30.0,178.62000000000003,128750
39.0,172.56,129000
113.0,169.88,129250
17.0,166.2,129500
123.0,164.14,129750
117.0,162.0,130000
116.0,163.64,130250
44.0,160.39999999999998,130500
43.0,156.98,130750
102.0,154.60000000000002,131000
209.0,155.26000000000002,131250
271.0,156.64,131500
267.0,157.73999999999998,131750
74.0,154.9,132000
265.0,155.06,132250
270.0,155.84,132500
290.0,155.82,132750
276.0,156.23999999999998,133000
264.0,157.66,133250
174.0,157.04000000000002,133500
183.0,155.26000000000002,133750
38.0,151.56,134000
119.0,149.66000000000005,134250
40.0,146.12,134500
152.0,145.06,134750
151.0,147.44,135000
150.0,147.22000000000003,135250
163.0,147.24,135500
21.0,144.44,135750
148.0,144.12,136000
168.0,143.66,136250
30.0,141.2,136500
155.0,140.86,136750
148.0,140.74,137000
214.0,140.34000000000003,137250
178.0,143.04,137500
247.0,144.2,137750
249.0,145.86,138000
213.0,145.86,138250
252.0,146.84,138500
343.0,149.86,138750
492.0,156.07999999999998,139000
396.0,161.08,139250
500.0,170.5,139500
330.0,173.88,139750
336.0,176.84,140000
265.0,179.72,140250
420.0,185.18,140500
273.0,190.06,140750
368.0,196.92,141000
319.0,202.7,141250
189.0,205.7,141500
179.0,207.02,141750
185.0,210.38,142000
36.0,208.64,142250
26.0,206.82,142500
22.0,204.94,142750
39.0,204.84000000000003,143000
19.0,204.36,143250
23.0,202.78,143500
45.0,199.5,143750
24.0,194.56,144000
221.0,193.64,144250
111.0,194.38,144500
170.0,192.48,144750
228.0,191.64,145000
259.0,191.02,145250
421.0,193.92,145500
249.0,193.62,145750
478.0,199.7,146000
317.0,202.38,146250
347.0,208.56,146500
185.0,209.88,146750
212.0,213.32,147000
234.0,214.96,147250
247.0,216.88,147500
206.0,218.0,147750
291.0,220.56,148000
150.0,223.14,148250
260.0,225.38,148500
409.0,230.2,148750
261.0,234.82,149000
183.0,235.38,149250
160.0,235.62,149500
155.0,234.44000000000003,149750
157.0,234.02,150000
157.0,232.22,150250
138.0,230.0,150500
159.0,228.92,150750
159.0,227.06,151000
168.0,223.56,151250
132.0,216.36,151500
160.0,211.64,151750
186.0,205.36,152000
178.0,202.32,152250
185.0,199.3,152500
212.0,198.24000000000004,152750
211.0,194.06,153000
295.0,194.5,153250
279.0,192.72000000000003,153500
257.0,191.48,153750
281.0,193.32,154000
219.0,194.12,154250
229.0,195.0,154500
198.0,198.24,154750
234.0,202.4,155000
203.0,206.02,155250
209.0,209.42,155500
198.0,213.0,155750
229.0,217.12,156000
220.0,220.62,156250
229.0,224.72,156500
282.0,225.94,156750
277.0,229.26,157000
334.0,232.54,157250
320.0,234.38,157500
339.0,235.98,157750
457.0,236.7,158000
384.0,239.4,158250
366.0,237.16,158500
333.0,237.48,158750
315.0,236.84000000000003,159000
279.0,238.72,159250
299.0,240.46000000000004,159500
232.0,240.42,159750
268.0,240.84000000000003,160000
220.0,241.12,160250
201.0,239.32,160500
277.0,241.86,160750
206.0,240.78000000000003,161000
206.0,236.72000000000003,161250
183.0,235.16,161500
173.0,234.96000000000004,161750
208.0,235.92,162000
182.0,236.46,162250
183.0,236.98,162500
235.0,238.54,162750
186.0,239.5,163000
172.0,239.76,163250
225.0,241.08,163500
195.0,241.62000000000003,163750
232.0,243.62,164000
197.0,244.36,164250
209.0,244.82,164500
190.0,245.06,164750
178.0,244.92,165000
201.0,244.7,165250
206.0,244.6,165500
177.0,242.24,165750
198.0,240.62,166000
175.0,238.98,166250
158.0,236.52,166500
169.0,235.52,166750
208.0,235.1,167000
183.0,234.8,167250
161.0,233.34,167500
191.0,233.1,167750
235.0,233.62,168000
183.0,233.32,168250
220.0,233.14,168500
203.0,232.8,168750
237.0,232.96,169000
190.0,231.12000000000003,169250
210.0,229.78,169500
219.0,227.48,169750
217.0,225.42,170000
196.0,222.56,170250
192.0,217.26,170500
228.0,214.14,170750
54.0,207.9,171000
264.0,206.52,171250
223.0,204.68,171500
231.0,203.72,171750
222.0,202.18,172000
178.0,201.1,172250
192.0,199.58,172500
213.0,199.44,172750
187.0,199.16,173000
180.0,197.22,173250
41.0,193.92,173500
169.0,193.18,173750
191.0,193.34,174000
193.0,193.74,174250
228.0,194.14,174500
169.0,193.88,174750
191.0,194.04,175000
163.0,192.6,175250
236.0,193.6,175500
229.0,194.74,175750
214.0,194.52,176000
236.0,195.34,176250
256.0,195.82,176500
280.0,197.48,176750
236.0,198.02,177000
319.0,200.6,177250
299.0,203.02,177500
229.0,203.58,177750
220.0,203.86,178000
220.0,204.72000000000003,178250
201.0,204.78,178500
232.0,205.92,178750
216.0,207.08,179000
193.0,207.56,179250
226.0,207.92,179500
238.0,209.02,179750
241.0,210.62,180000
203.0,210.86,180250
234.0,210.84000000000003,180500
261.0,212.40000000000003,180750
260.0,213.2,181000
243.0,214.00000000000003,181250
270.0,214.66000000000005,181500
259.0,216.04,181750
334.0,218.52,182000
263.0,219.4,182250
276.0,220.58,182500
363.0,223.92000000000004,182750
277.0,225.62,183000
296.0,226.98,183250
288.0,231.66,183500
266.0,231.7,183750
257.0,232.38,184000
273.0,233.22000000000003,184250
259.0,233.96,184500
307.0,236.54,184750
206.0,236.82,185000
213.0,236.82,185250
252.0,238.12,185500
218.0,238.88,185750
242.0,242.9,186000
220.0,243.92,186250
236.0,244.82,186500
216.0,245.28000000000003,186750
200.0,244.72000000000003,187000
234.0,246.02,187250
213.0,246.46,187500
200.0,247.2,187750
194.0,246.36,188000
223.0,246.24,188250
257.0,247.1,188500
221.0,246.8,188750
236.0,246.4,189000
283.0,246.46,189250
272.0,247.18,189500
263.0,246.06,189750
201.0,244.1,190000
215.0,243.82,190250
216.0,243.74,190500
198.0,243.3,190750
196.0,243.2,191000
161.0,241.78,191250
160.0,240.66,191500
184.0,240.48,191750
188.0,239.72,192000
142.0,237.8,192250
189.0,236.76,192500
157.0,235.84,192750
174.0,234.64,193000
164.0,232.7,193250
192.0,231.34,193500
193.0,230.34,193750
178.0,228.5,194000
247.0,228.26,194250
215.0,225.88,194500
230.0,225.22000000000003,194750
205.0,223.80000000000004,195000
223.0,221.0,195250
256.0,220.58,195500
251.0,219.68,195750
273.0,219.38,196000
289.0,219.84,196250
266.0,220.02,196500
289.0,220.34,196750
253.0,220.22000000000003,197000
280.0,219.68,197250
427.0,224.1,197500
292.0,225.68,197750
300.0,226.64,198000
289.0,228.06,198250
237.0,227.96,198500
246.0,228.48,198750
236.0,228.48,199000
206.0,228.28,199250
225.0,228.78,199500
218.0,228.46,199750
38.0,224.96,200000
192.0,224.8,200250
216.0,225.24,200500
166.0,224.1,200750
187.0,222.7,201000
195.0,222.18,201250
252.0,222.5,201500
214.0,221.12,201750
224.0,220.16000000000005,202000
277.0,220.44,202250
311.0,222.64,202500
23.0,218.8,202750
500.0,224.48,203000
474.0,230.0,203250
500.0,236.08,203500
472.0,242.3,203750
339.0,245.88,204000
291.0,248.02,204250
259.0,249.44000000000003,204500
235.0,251.29999999999995,204750
233.0,252.18,205000
193.0,252.9,205250
230.0,254.02,205500
176.0,254.26000000000005,205750
175.0,253.92,206000
30.0,250.66000000000005,206250
47.0,248.04,206500
147.0,246.04,206750
176.0,245.26,207000
196.0,244.58,207250
207.0,244.62,207500
200.0,244.16000000000005,207750
323.0,245.5,208000
427.0,249.02,208250
442.0,252.39999999999995,208500
500.0,256.62,208750
500.0,261.29999999999995,209000
409.0,263.7,209250
493.0,268.49999999999994,209500
369.0,270.28000000000003,209750
333.0,268.4,210000
286.0,268.28000000000003,210250
424.0,270.76,210500
280.0,270.58,210750
325.0,272.34000000000003,211000
351.0,274.44,211250
438.0,278.48,211500
313.0,280.62000000000006,211750
318.0,282.48,212000
500.0,288.12,212250
500.0,297.36,212500
431.0,302.14,212750
367.0,305.16,213000
379.0,309.42,213250
396.0,313.6,213500
500.0,319.70000000000005,213750
297.0,320.6,214000
500.0,326.32,214250
392.0,329.67999999999995,214500
300.0,330.14000000000004,214750
353.0,330.98,215000
201.0,334.54,215250
280.0,330.14,215500
226.0,325.1799999999999,215750
191.0,319.0,216000
152.0,312.6,216250
225.0,310.32,216500
161.0,307.72,216750
197.0,306.48,217000
500.0,311.78000000000003,217250
421.0,315.54,217500
265.0,316.98,217750
311.0,318.6,218000
238.0,319.84,218250
370.0,323.74,218500
321.0,329.55999999999995,218750
242.0,333.46,219000
402.0,338.56,219250
336.0,341.76,219500
386.0,345.56,219750
323.0,347.88,220000
500.0,353.88,220250
500.0,357.42,220500
500.0,358.88,220750
417.0,358.38000000000005,221000
403.0,356.44,221250
305.0,352.54,221500
500.0,354.36,221750
323.0,350.9599999999999,222000
349.0,350.56,222250
350.0,350.90000000000003,222500
388.0,352.94,222750
322.0,350.90000000000003,223000
500.0,355.3,223250
356.0,355.92,223500
488.0,358.66,223750
335.0,356.6,224000
276.0,355.86,224250
215.0,353.8,224500
256.0,348.92,224750
236.0,343.64000000000004,225000
248.0,339.98,225250
268.0,337.99999999999994,225500
245.0,335.32000000000005,225750
250.0,332.40000000000003,226000
278.0,327.96,226250
251.0,327.04,226500
214.0,321.32,226750
201.0,317.50000000000006,227000
191.0,315.32,227250
177.0,311.8,227500
133.0,310.44,227750
138.0,307.6,228000
137.0,305.82,228250
149.0,304.98,228500
128.0,304.5,228750
134.0,302.68,229000
142.0,302.3,229250
136.0,301.08000000000004,229500
135.0,293.78,229750
167.0,288.7,230000
179.0,286.98,230250
199.0,284.74,230500
210.0,284.18,230750
200.0,280.78000000000003,231000
191.0,278.18,231250
186.0,277.05999999999995,231500
184.0,272.7,231750
196.0,269.90000000000003,232000
191.0,266.0,232250
201.0,263.55999999999995,232500
178.0,257.12,232750
210.0,251.32,233000
243.0,246.18,233250
250.0,242.84,233500
248.0,239.74,233750
197.0,237.58,234000
232.0,232.22,234250
205.0,229.86,234500
234.0,227.56,234750
223.0,225.02000000000004,235000
189.0,221.04,235250
253.0,219.66000000000005,235500
219.0,214.04,235750
233.0,211.58,236000
271.0,207.24,236250
385.0,208.24,236500
339.0,209.5,236750
362.0,212.44,237000
500.0,217.32,237250
349.0,219.58,237500
423.0,223.08,237750
500.0,227.72,238000
258.0,227.98,238250
265.0,228.28,238500
328.0,229.28,238750
183.0,227.92,239000
202.0,227.68,239250
147.0,226.6,239500
142.0,225.62,239750
150.0,225.08000000000004,240000
149.0,225.4,240250
179.0,226.22,240500
180.0,227.08,240750
242.0,228.94000000000003,241000
284.0,232.06,241250
245.0,234.28000000000003,241500
327.0,237.98,241750
441.0,244.08,242000
257.0,246.52,242250
343.0,250.04000000000005,242500
171.0,249.88,242750
253.0,250.96,243000
174.0,250.24,243250
145.0,249.14,243500
135.0,248.02,243750
22.0,244.74,244000
56.0,242.18,244250
134.0,240.94000000000003,244500
123.0,239.58,244750
161.0,238.78,245000
151.0,238.24,245250
175.0,237.54,245500
217.0,237.02,245750
235.0,236.72000000000003,246000
213.0,236.02,246250
285.0,237.78,246500
210.0,237.34000000000003,246750
182.0,236.88,247000
254.0,237.28000000000003,247250
208.0,236.98,247500
204.0,237.28,247750
171.0,235.64,248000
266.0,236.58,248250
280.0,237.52,248500
277.0,237.64,248750
372.0,237.38,249000
348.0,237.56,249250
357.0,237.46000000000004,249500
363.0,234.72,249750
417.0,236.08,250000
500.0,237.62,250250
459.0,236.8,250500
500.0,241.64,250750
399.0,244.32,251000
500.0,247.76000000000005,251250
443.0,252.96,251500
500.0,258.92,251750
313.0,262.24,252000
267.0,264.73999999999995,252250
273.0,267.2,252500
331.0,270.84,252750
385.0,274.96,253000
317.0,277.7,253250
254.0,277.94,253500
228.0,276.82,253750
92.0,273.76,254000
235.0,271.92,254250
235.0,267.8,254500
216.0,266.98,254750
245.0,265.02000000000004,255000
224.0,266.08,255250
245.0,265.92,255500
212.0,266.67999999999995,255750
292.0,269.61999999999995,256000
313.0,273.18,256250
266.0,278.06,256500
246.0,281.86,256750
284.0,284.86,257000
295.0,288.3,257250
317.0,291.42,257500
318.0,294.76000000000005,257750
317.0,297.6,258000
255.0,298.36,258250
256.0,298.78,258500
244.0,299.4,258750
210.0,297.90000000000003,259000
266.0,299.02,259250
247.0,300.32,259500
284.0,300.92,259750
258.0,301.92,260000
263.0,303.1,260250
226.0,304.2,260500
202.0,302.92,260750
214.0,301.6,261000
198.0,300.02,261250
193.0,296.44000000000005,261500
23.0,289.94,261750
173.0,286.26,262000
15.0,279.3,262250
128.0,273.52,262500
177.0,267.06,262750
23.0,258.34000000000003,263000
177.0,251.88,263250
17.0,244.24000000000004,263500
27.0,234.78,263750
171.0,229.34,264000
18.0,219.7,264250
187.0,217.18000000000004,264500
20.0,212.24,264750
198.0,210.74,265000
22.0,204.56,265250
25.0,197.36,265500
179.0,194.6,265750
16.0,189.84,266000
24.0,185.76,266250
13.0,184.18000000000004,266500
21.0,179.89999999999998,266750
14.0,175.47999999999996,267000
14.0,171.44,267250
19.0,166.92000000000002,267500
18.0,162.79999999999998,267750
16.0,158.22,268000
14.0,154.26000000000002,268250
27.0,148.95999999999998,268500
15.0,143.00000000000003,268750
128.0,140.24,269000
19.0,135.70000000000002,269250
13.0,130.28,269500
24.0,124.86,269750
13.0,118.78,270000
17.0,112.76,270250
22.0,106.86,270500
20.0,102.15999999999998,270750
18.0,97.4,271000
14.0,92.8,271250
126.0,91.12,271500
16.0,86.12,271750
25.0,81.68000000000002,272000
14.0,76.28000000000002,272250
13.0,71.38000000000001,272500
10.0,66.32,272750
11.0,62.02,273000
11.0,58.2,273250
13.0,54.18,273500
12.0,50.46000000000001,273750
12.0,46.84,274000
14.0,46.66,274250
15.0,43.50000000000001,274500
17.0,43.540000000000006,274750
15.0,41.28,275000
16.0,38.06,275250
17.0,37.940000000000005,275500
16.0,34.72,275750
13.0,34.64,276000
14.0,34.38000000000001,276250
10.0,31.160000000000007,276500
11.0,31.020000000000007,276750
13.0,27.540000000000006,277000
12.0,27.38000000000001,277250
24.0,23.90000000000001,277500
14.0,23.74000000000001,277750
18.0,23.600000000000005,278000
16.0,20.340000000000007,278250
14.0,20.300000000000004,278500
17.0,20.160000000000004,278750
18.0,20.260000000000005,279000
14.0,20.120000000000005,279250
15.0,20.14,279500
14.0,20.14,279750
12.0,20.000000000000004,280000
10.0,19.840000000000003,280250
9.0,19.700000000000006,280500
10.0,19.620000000000005,280750
8.0,19.24,281000
9.0,19.120000000000005,281250
10.0,16.760000000000005,281500
10.0,16.580000000000005,281750
9.0,16.500000000000004,282000
12.0,16.26000000000001,282250
11.0,16.220000000000006,282500
11.0,16.100000000000005,282750
15.0,15.960000000000006,283000
10.0,15.760000000000003,283250
10.0,15.600000000000003,283500
10.0,15.520000000000003,283750
8.0,13.160000000000004,284000
9.0,13.020000000000003,284250
11.0,12.740000000000006,284500
10.0,12.660000000000004,284750
11.0,12.620000000000005,285000
10.0,12.620000000000005,285250
9.0,12.580000000000004,285500
9.0,12.540000000000004,285750
10.0,12.480000000000006,286000
10.0,12.440000000000005,286250
10.0,12.400000000000004,286500
8.0,12.280000000000005,286750
9.0,12.160000000000004,287000
11.0,12.040000000000004,287250
11.0,11.960000000000004,287500
10.0,11.840000000000003,287750
9.0,11.680000000000003,288000
10.0,11.560000000000004,288250
11.0,11.520000000000008,288500
10.0,11.440000000000005,288750
11.0,11.460000000000004,289000
21.0,11.660000000000004,289250
9.0,11.580000000000004,289500
15.0,11.640000000000004,289750
13.0,11.420000000000003,290000
15.0,11.440000000000005,290250
11.0,11.300000000000006,290500
32.0,11.620000000000005,290750
53.0,12.400000000000004,291000
21.0,12.480000000000006,291250
48.0,13.080000000000004,291500
39.0,13.580000000000004,291750
30.0,13.880000000000004,292000
91.0,15.420000000000003,292250
71.0,16.600000000000005,292500
108.0,18.56000000000001,292750
29.0,18.960000000000004,293000
89.0,20.540000000000003,293250
15.0,20.680000000000003,293500
148.0,23.46,293750
279.0,28.840000000000003,294000
262.0,33.88000000000001,294250
277.0,39.24,294500
326.0,45.52,294750
310.0,51.50000000000001,295000
353.0,58.34,295250
329.0,64.62,295500
289.0,70.2,295750
211.0,74.22000000000001,296000
217.0,78.36,296250
160.0,81.4,296500
17.0,81.56,296750
19.0,81.72,297000
16.0,81.84,297250
11.0,81.84,297500
9.0,81.82000000000001,297750
8.0,81.80000000000001,298000
8.0,81.78,298250
9.0,81.76,298500
9.0,81.74000000000001,298750
10.0,81.74,299000
9.0,81.76,299250
10.0,81.78,299500
9.0,81.74000000000001,299750
10.0,81.72,300000
10.0,81.72,300250
8.0,81.69999999999999,300500
10.0,81.69999999999999,300750
10.0,81.68000000000002,301000
9.0,81.66000000000001,301250
9.0,81.62000000000002,301500
10.0,81.4,301750
10.0,81.41999999999999,302000
8.0,81.28,302250
9.0,81.2,302500
10.0,81.1,302750
10.0,81.08,303000
9.0,80.62,303250
8.0,79.72,303500
9.0,79.48,303750
8.0,78.68,304000
9.0,78.08,304250
10.0,77.68,304500
10.0,76.06,304750
